cluster index	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)	RTMean	ATTRIBUTE_GROUP:GNPSGROUP:G1	ATTRIBUTE_GROUP:GNPSGROUP:G2	ATTRIBUTE_ORGANISM:GNPSGROUP:Vibrio_1A01	ATTRIBUTE_ORGANISM:GNPSGROUP:Vibrio_6D03	ATTRIBUTE_ORGANISM:GNPSGROUP:Phaeobacter_B2R04	ATTRIBUTE_ORGANISM:GNPSGROUP:Shewanella_B2R08	ATTRIBUTE_ORGANISM:GNPSGROUP:Roseovarius_B2R09	ATTRIBUTE_ORGANISM:GNPSGROUP:Colwellia_C2M19	ATTRIBUTE_ORGANISM:GNPSGROUP:Paracoccus_C2R07	ATTRIBUTE_ORGANISM:GNPSGROUP:Salipiger_C3M06	ATTRIBUTE_ORGANISM:GNPSGROUP:Acinetobacter_D3M06	ATTRIBUTE_ORGANISM:GNPSGROUP:Arenibacter_D3M17	ATTRIBUTE_ORGANISM:GNPSGROUP:Motilimonas_G1M02	ATTRIBUTE_ORGANISM:GNPSGROUP:nan	ATTRIBUTE_PERFILEGROUPING:GNPSGROUP:1-1A01.mzML	ATTRIBUTE_PERFILEGROUPING:GNPSGROUP:2-6D03.mzML	ATTRIBUTE_PERFILEGROUPING:GNPSGROUP:3-B2R04.mzML	ATTRIBUTE_PERFILEGROUPING:GNPSGROUP:4-B2R08.mzML	ATTRIBUTE_PERFILEGROUPING:GNPSGROUP:5-B2R09.mzML	ATTRIBUTE_PERFILEGROUPING:GNPSGROUP:6-C2M19.mzML	ATTRIBUTE_PERFILEGROUPING:GNPSGROUP:7-C2R07_2.mzML	ATTRIBUTE_PERFILEGROUPING:GNPSGROUP:8-C3M06.mzML	ATTRIBUTE_PERFILEGROUPING:GNPSGROUP:9-D3M06.mzML	ATTRIBUTE_PERFILEGROUPING:GNPSGROUP:10-D3M17.mzML	ATTRIBUTE_PERFILEGROUPING:GNPSGROUP:11-G1M02.mzML	ATTRIBUTE_PERFILEGROUPING:GNPSGROUP:bkgrnd-marine-broth.mzML	ATTRIBUTE_GROUP	ATTRIBUTE_ORGANISM	ATTRIBUTE_PERFILEGROUPING
151	54	169.09681136519805	1	169.09681136519808	0.0	259.7540555555556	54	0	0	6	6	6	6	6	6	6	6	6	0	0	0	6	6	6	6	6	6	6	6	6	0	0	G1	Vibrio_6D03,Phaeobacter_B2R04,Shewanella_B2R08,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17	2-6D03.mzML,3-B2R04.mzML,4-B2R08.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML
152	3	170.118057250977	1	170.118057250977	0.0	499.8176666666667	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	G1	Vibrio_6D03	2-6D03.mzML
153	3	170.118057250977	1	170.118057250977	0.0	500.009	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	G1	Vibrio_6D03	2-6D03.mzML
154	6	173.09155782063797	1	173.09155782063797	0.0	151.21866666666668	6	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	G1	Arenibacter_D3M17	10-D3M17.mzML
155	9	174.05426025390597	1	174.05426025390597	0.0	211.21911111111112	9	0	0	0	4	0	3	0	0	0	0	2	0	0	0	0	4	0	3	0	0	0	0	2	0	0	G1	Phaeobacter_B2R04,Roseovarius_B2R09,Arenibacter_D3M17	3-B2R04.mzML,5-B2R09.mzML,10-D3M17.mzML
156	2	174.054270426432	1	174.054270426432	0.0	209.6095	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	G1	Roseovarius_B2R09	5-B2R09.mzML
157	3	174.112360636393	1	174.112360636393	0.0	465.2863333333333	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	G1	Vibrio_6D03	2-6D03.mzML
158	2	174.112360636393	1	174.112360636393	0.0	464.02900000000005	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	G1	Vibrio_6D03	2-6D03.mzML
159	12	175.1085001627605	1	175.1085001627605	0.0	194.587	8	4	0	0	2	0	0	0	0	4	2	0	0	0	0	0	2	0	0	0	0	4	2	0	0	4	G1,G2	Phaeobacter_B2R04,Salipiger_C3M06,Acinetobacter_D3M06	3-B2R04.mzML,8-C3M06.mzML,9-D3M06.mzML,bkgrnd-marine-broth.mzML
160	34	175.1184046128218	1	175.1184046128218	0.0	141.68238235294118	34	0	0	0	6	0	0	0	6	6	6	6	4	0	0	0	6	0	0	0	6	6	6	6	4	0	G1	Phaeobacter_B2R04,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17,Motilimonas_G1M02	3-B2R04.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML,11-G1M02.mzML
161	11	176.1277340975671	1	176.12773409756707	0.0	415.1933636363637	11	0	0	0	0	0	0	4	0	0	3	4	0	0	0	0	0	0	0	4	0	0	3	4	0	0	G1	Colwellia_C2M19,Acinetobacter_D3M06,Arenibacter_D3M17	6-C2M19.mzML,9-D3M06.mzML,10-D3M17.mzML
162	2	180.104133605957	1	180.104133605957	0.0	469.6525	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	G1	Vibrio_1A01	1-1A01.mzML
163	2	180.104133605957	1	180.104133605957	0.0	469.844	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	G1	Vibrio_1A01	1-1A01.mzML
164	70	182.0811017717634	1	182.08110177176331	0.0	206.8167857142857	64	6	0	6	6	6	6	12	6	8	0	8	6	0	0	6	6	6	6	12	6	8	0	8	6	6	G1,G2	Vibrio_6D03,Phaeobacter_B2R04,Shewanella_B2R08,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Arenibacter_D3M17,Motilimonas_G1M02	2-6D03.mzML,3-B2R04.mzML,4-B2R08.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,10-D3M17.mzML,11-G1M02.mzML,bkgrnd-marine-broth.mzML
165	37	182.96271659232488	1	182.9627165923249	0.0	114.41654054054057	34	3	3	3	3	3	3	4	3	3	3	3	3	0	3	3	3	3	3	4	3	3	3	3	3	3	G1,G2	Vibrio_1A01,Vibrio_6D03,Phaeobacter_B2R04,Shewanella_B2R08,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17,Motilimonas_G1M02	1-1A01.mzML,2-6D03.mzML,3-B2R04.mzML,4-B2R08.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML,11-G1M02.mzML,bkgrnd-marine-broth.mzML
166	37	182.96271659232488	1	182.9627165923249	0.0	114.60802702702702	34	3	3	3	3	3	3	4	3	3	3	3	3	0	3	3	3	3	3	4	3	3	3	3	3	3	G1,G2	Vibrio_1A01,Vibrio_6D03,Phaeobacter_B2R04,Shewanella_B2R08,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17,Motilimonas_G1M02	1-1A01.mzML,2-6D03.mzML,3-B2R04.mzML,4-B2R08.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML,11-G1M02.mzML,bkgrnd-marine-broth.mzML
167	14	183.0916442871093	1	183.0916442871093	0.0	463.4309999999999	13	1	1	1	1	2	2	2	1	0	1	2	0	0	1	1	1	2	2	2	1	0	1	2	0	1	G1,G2	Vibrio_1A01,Vibrio_6D03,Phaeobacter_B2R04,Shewanella_B2R08,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Acinetobacter_D3M06,Arenibacter_D3M17	1-1A01.mzML,2-6D03.mzML,3-B2R04.mzML,4-B2R08.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,9-D3M06.mzML,10-D3M17.mzML,bkgrnd-marine-broth.mzML
168	2	183.091320037842	1	183.091320037842	0.0	465.6915	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	G1	Shewanella_B2R08,Salipiger_C3M06	4-B2R08.mzML,8-C3M06.mzML
169	3	183.0912551879883	1	183.0912551879883	0.0	465.4806666666666	3	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	G1	Shewanella_B2R08,Roseovarius_B2R09,Salipiger_C3M06	4-B2R08.mzML,5-B2R09.mzML,8-C3M06.mzML
170	4	183.164527893066	1	183.164527893066	0.0	156.20775	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	G1	Vibrio_6D03	2-6D03.mzML
171	9	185.09266323513452	1	185.09266323513447	0.0	196.838	9	0	2	2	1	0	2	2	0	0	0	0	0	0	2	2	1	0	2	2	0	0	0	0	0	0	G1	Vibrio_1A01,Vibrio_6D03,Phaeobacter_B2R04,Roseovarius_B2R09,Colwellia_C2M19	1-1A01.mzML,2-6D03.mzML,3-B2R04.mzML,5-B2R09.mzML,6-C2M19.mzML
172	2	185.0914306640625	1	185.0914306640625	0.0	197.736	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	G1	Phaeobacter_B2R04,Shewanella_B2R08	3-B2R04.mzML,4-B2R08.mzML
173	4	185.0914878845215	1	185.0914878845215	0.0	199.2555	4	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	G1	Colwellia_C2M19,Paracoccus_C2R07	6-C2M19.mzML,7-C2R07_2.mzML
174	71	185.11024239994893	1	185.11024239994893	0.0	18.038840375586854	71	0	0	10	8	7	7	5	10	4	7	7	6	0	0	10	8	7	7	5	10	4	7	7	6	0	G1	Vibrio_6D03,Phaeobacter_B2R04,Shewanella_B2R08,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17,Motilimonas_G1M02	2-6D03.mzML,3-B2R04.mzML,4-B2R08.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML,11-G1M02.mzML
175	66	185.11035010727844	1	185.1103501072785	0.0	18.06003787878788	64	2	1	12	9	7	6	5	6	6	2	5	5	0	1	12	9	7	6	5	6	6	2	5	5	2	G1,G2	Vibrio_1A01,Vibrio_6D03,Phaeobacter_B2R04,Shewanella_B2R08,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17,Motilimonas_G1M02	1-1A01.mzML,2-6D03.mzML,3-B2R04.mzML,4-B2R08.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML,11-G1M02.mzML,bkgrnd-marine-broth.mzML
176	81	185.11062848703855	1	185.11062848703864	0.0	35.47375925925927	72	9	3	8	8	3	8	5	8	9	7	5	8	0	3	8	8	3	8	5	8	9	7	5	8	9	G1,G2	Vibrio_1A01,Vibrio_6D03,Phaeobacter_B2R04,Shewanella_B2R08,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17,Motilimonas_G1M02	1-1A01.mzML,2-6D03.mzML,3-B2R04.mzML,4-B2R08.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML,11-G1M02.mzML,bkgrnd-marine-broth.mzML
177	85	185.11039915192453	1	185.11039915192453	0.0	18.83466862745098	81	4	1	5	7	8	10	14	9	5	8	8	6	0	1	5	7	8	10	14	9	5	8	8	6	4	G1,G2	Vibrio_1A01,Vibrio_6D03,Phaeobacter_B2R04,Shewanella_B2R08,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17,Motilimonas_G1M02	1-1A01.mzML,2-6D03.mzML,3-B2R04.mzML,4-B2R08.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML,11-G1M02.mzML,bkgrnd-marine-broth.mzML
178	143	185.1102536002812	1	185.1102536002808	0.0	21.575280885780884	143	0	0	12	14	17	16	17	12	15	12	15	13	0	0	12	14	17	16	17	12	15	12	15	13	0	G1	Vibrio_6D03,Phaeobacter_B2R04,Shewanella_B2R08,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17,Motilimonas_G1M02	2-6D03.mzML,3-B2R04.mzML,4-B2R08.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML,11-G1M02.mzML
179	143	185.11031272374493	1	185.11031272374464	0.0	30.965924242424244	140	3	0	13	14	12	12	8	15	18	18	14	16	0	0	13	14	12	12	8	15	18	18	14	16	3	G1,G2	Vibrio_6D03,Phaeobacter_B2R04,Shewanella_B2R08,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17,Motilimonas_G1M02	2-6D03.mzML,3-B2R04.mzML,4-B2R08.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML,11-G1M02.mzML,bkgrnd-marine-broth.mzML
180	76	186.22164751114997	1	186.22164751114988	0.0	531.4478815789474	76	0	0	7	7	7	8	8	7	9	8	6	9	0	0	7	7	7	8	8	7	9	8	6	9	0	G1	Vibrio_6D03,Phaeobacter_B2R04,Shewanella_B2R08,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17,Motilimonas_G1M02	2-6D03.mzML,3-B2R04.mzML,4-B2R08.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML,11-G1M02.mzML
181	35	188.0705655779157	1	188.0705655779157	0.0	436.4887428571428	31	4	0	0	4	0	4	4	2	4	4	6	3	0	0	0	4	0	4	4	2	4	4	6	3	4	G1,G2	Phaeobacter_B2R04,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17,Motilimonas_G1M02	3-B2R04.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML,11-G1M02.mzML,bkgrnd-marine-broth.mzML
182	3	188.128514607747	1	188.128514607747	0.0	498.3333333333333	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	G1	Vibrio_6D03	2-6D03.mzML
183	3	188.128514607747	1	188.128514607747	0.0	498.5243333333334	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	G1	Vibrio_6D03	2-6D03.mzML
184	26	189.08671358548685	1	189.08671358548688	0.0	267.41457692307694	22	4	0	0	6	0	5	0	4	2	3	0	2	0	0	0	6	0	5	0	4	2	3	0	2	4	G1,G2	Phaeobacter_B2R04,Roseovarius_B2R09,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Motilimonas_G1M02	3-B2R04.mzML,5-B2R09.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,11-G1M02.mzML,bkgrnd-marine-broth.mzML
185	26	189.0864205580492	1	189.0864205580492	0.0	268.3790769230769	25	1	0	0	6	0	5	0	6	4	3	0	1	0	0	0	6	0	5	0	6	4	3	0	1	1	G1,G2	Phaeobacter_B2R04,Roseovarius_B2R09,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Motilimonas_G1M02	3-B2R04.mzML,5-B2R09.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,11-G1M02.mzML,bkgrnd-marine-broth.mzML
186	2	189.0876655578615	1	189.0876655578615	0.0	266.8145	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	G1,G2	Motilimonas_G1M02	11-G1M02.mzML,bkgrnd-marine-broth.mzML
187	40	189.12346204121928	1	189.12346204121928	0.0	295.02385	29	11	0	0	8	0	0	0	0	10	11	0	0	0	0	0	8	0	0	0	0	10	11	0	0	11	G1,G2	Phaeobacter_B2R04,Salipiger_C3M06,Acinetobacter_D3M06	3-B2R04.mzML,8-C3M06.mzML,9-D3M06.mzML,bkgrnd-marine-broth.mzML
188	6	189.12272516886412	1	189.12272516886412	0.0	276.4005	6	0	0	0	3	0	0	0	0	2	1	0	0	0	0	0	3	0	0	0	0	2	1	0	0	0	G1	Phaeobacter_B2R04,Salipiger_C3M06,Acinetobacter_D3M06	3-B2R04.mzML,8-C3M06.mzML,9-D3M06.mzML
189	3	195.061655680339	1	195.061655680339	0.0	489.7583333333333	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	G1	Shewanella_B2R08	4-B2R08.mzML
190	48	195.11223411560067	1	195.1122341156006	0.0	386.9902291666667	48	0	0	0	6	6	6	6	6	6	6	6	0	0	0	0	6	6	6	6	6	6	6	6	0	0	G1	Phaeobacter_B2R04,Shewanella_B2R08,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17	3-B2R04.mzML,4-B2R08.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML
191	89	198.9402171359974	1	198.9402171359974	0.0	115.63405617977529	83	6	8	7	8	6	10	6	8	8	8	8	6	0	8	7	8	6	10	6	8	8	8	8	6	6	G1,G2	Vibrio_1A01,Vibrio_6D03,Phaeobacter_B2R04,Shewanella_B2R08,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17,Motilimonas_G1M02	1-1A01.mzML,2-6D03.mzML,3-B2R04.mzML,4-B2R08.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML,11-G1M02.mzML,bkgrnd-marine-broth.mzML
192	37	202.18009818137207	1	202.180098181372	0.0	154.17367567567572	37	0	4	4	6	1	6	6	6	0	0	0	4	0	4	4	6	1	6	6	6	0	0	0	4	0	G1	Vibrio_1A01,Vibrio_6D03,Phaeobacter_B2R04,Shewanella_B2R08,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Motilimonas_G1M02	1-1A01.mzML,2-6D03.mzML,3-B2R04.mzML,4-B2R08.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,11-G1M02.mzML
193	30	203.2228698730469	1	203.2228698730469	0.0	119.56576666666668	24	6	0	0	0	6	0	6	6	0	0	6	0	0	0	0	0	6	0	6	6	0	0	6	0	6	G1,G2	Shewanella_B2R08,Colwellia_C2M19,Paracoccus_C2R07,Arenibacter_D3M17	4-B2R08.mzML,6-C2M19.mzML,7-C2R07_2.mzML,10-D3M17.mzML,bkgrnd-marine-broth.mzML
194	35	205.09711172921328	1	205.09711172921325	0.0	436.3139142857144	31	4	0	0	4	0	4	4	2	4	4	6	3	0	0	0	4	0	4	4	2	4	4	6	3	4	G1,G2	Phaeobacter_B2R04,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17,Motilimonas_G1M02	3-B2R04.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML,11-G1M02.mzML,bkgrnd-marine-broth.mzML
195	63	211.10782490079367	1	211.10782490079384	0.0	247.78065079365075	59	4	6	6	6	6	5	6	6	6	6	6	0	0	6	6	6	6	5	6	6	6	6	6	0	4	G1,G2	Vibrio_1A01,Vibrio_6D03,Phaeobacter_B2R04,Shewanella_B2R08,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17	1-1A01.mzML,2-6D03.mzML,3-B2R04.mzML,4-B2R08.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML,bkgrnd-marine-broth.mzML
196	68	211.144157110476	1	211.14415711047596	0.0	472.3526176470588	62	6	6	6	6	6	6	6	6	6	4	6	4	0	6	6	6	6	6	6	6	6	4	6	4	6	G1,G2	Vibrio_1A01,Vibrio_6D03,Phaeobacter_B2R04,Shewanella_B2R08,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17,Motilimonas_G1M02	1-1A01.mzML,2-6D03.mzML,3-B2R04.mzML,4-B2R08.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML,11-G1M02.mzML,bkgrnd-marine-broth.mzML
197	2	212.102447509766	1	212.102447509766	0.0	200.5	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	G1	Phaeobacter_B2R04,Shewanella_B2R08	3-B2R04.mzML,4-B2R08.mzML
198	72	214.91772842407215	1	214.9177284240722	0.0	118.84076388888889	66	6	6	6	6	6	6	6	6	6	6	6	6	0	6	6	6	6	6	6	6	6	6	6	6	6	G1,G2	Vibrio_1A01,Vibrio_6D03,Phaeobacter_B2R04,Shewanella_B2R08,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17,Motilimonas_G1M02	1-1A01.mzML,2-6D03.mzML,3-B2R04.mzML,4-B2R08.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML,11-G1M02.mzML,bkgrnd-marine-broth.mzML
199	18	215.139483981662	1	215.139483981662	0.0	204.31794444444444	12	6	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	6	6	0	0	6	G1,G2	Salipiger_C3M06,Acinetobacter_D3M06	8-C3M06.mzML,9-D3M06.mzML,bkgrnd-marine-broth.mzML
200	3	216.097147623698	1	216.097147623698	0.0	192.925	3	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	2	0	0	G1	Paracoccus_C2R07,Arenibacter_D3M17	7-C2R07_2.mzML,10-D3M17.mzML
201	18	217.1551191541884	1	217.1551191541884	0.0	236.81222222222223	12	6	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	6	6	0	0	6	G1,G2	Salipiger_C3M06,Acinetobacter_D3M06	8-C3M06.mzML,9-D3M06.mzML,bkgrnd-marine-broth.mzML
202	3	220.11821831597203	1	220.11821831597203	0.0	338.372	3	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	G1	Vibrio_1A01,Shewanella_B2R08,Colwellia_C2M19	1-1A01.mzML,4-B2R08.mzML,6-C2M19.mzML
203	42	221.0913550967263	1	221.0913550967264	0.0	225.26066666666665	42	0	0	0	6	6	6	6	6	6	2	4	0	0	0	0	6	6	6	6	6	6	2	4	0	0	G1	Phaeobacter_B2R04,Shewanella_B2R08,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17	3-B2R04.mzML,4-B2R08.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML
204	6	222.1123046875	1	222.1123046875	0.0	514.8558333333334	6	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	G1	Vibrio_6D03	2-6D03.mzML
205	8	223.1081314086915	1	223.10813140869152	0.0	419.688375	6	2	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	2	4	0	0	2	G1,G2	Salipiger_C3M06,Acinetobacter_D3M06	8-C3M06.mzML,9-D3M06.mzML,bkgrnd-marine-broth.mzML
206	94	223.9892558645696	1	223.9892558645696	0.0	115.76815957446804	86	8	8	8	8	8	8	8	8	8	8	8	6	0	8	8	8	8	8	8	8	8	8	8	6	8	G1,G2	Vibrio_1A01,Vibrio_6D03,Phaeobacter_B2R04,Shewanella_B2R08,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17,Motilimonas_G1M02	1-1A01.mzML,2-6D03.mzML,3-B2R04.mzML,4-B2R08.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML,11-G1M02.mzML,bkgrnd-marine-broth.mzML
207	33	226.1542236636382	1	226.15422366363825	0.0	183.5330909090909	33	0	0	0	6	0	6	4	4	5	4	4	0	0	0	0	6	0	6	4	4	5	4	4	0	0	G1	Phaeobacter_B2R04,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17	3-B2R04.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML
208	3	226.95100402832	1	226.95100402832	0.0	129.30933333333334	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	G1	Motilimonas_G1M02	11-G1M02.mzML
209	3	226.982828776042	1	226.982828776042	0.0	515.2743333333333	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	G1	Phaeobacter_B2R04	3-B2R04.mzML
210	48	227.10184605916325	1	227.1018460591633	0.0	279.20725000000004	48	0	0	0	6	6	6	6	6	6	6	6	0	0	0	0	6	6	6	6	6	6	6	6	0	0	G1	Phaeobacter_B2R04,Shewanella_B2R08,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17	3-B2R04.mzML,4-B2R08.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML
