cluster index	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)	RTMean
426	10	484.3244093718352	1	484.3244093718351	0.0	19.2939
427	72	484.3865271674262	1	484.3865271674262	0.0	802.7294861111111
428	42	488.2349461146765	1	488.2349461146764	0.0	413.31971428571427
429	4	489.33906046549475	1	489.33906046549475	0.0	804.61225
430	4	489.3391850789387	1	489.3391850789387	0.0	804.8505
431	17	489.33932136086855	1	489.33932136086855	0.0	806.8781764705883
432	39	491.37092420789935	1	491.37092420789924	0.0	812.7624102564102
433	26	495.47210458608777	1	495.47210458608765	0.0	19.59766666666667
434	26	495.47210458608777	1	495.47210458608765	0.0	19.600846153846152
435	6	497.270914713542	1	497.270914713542	0.0	403.48766666666666
436	28	498.2896303449357	1	498.2896303449357	0.0	602.1800714285715
437	28	498.28937421526217	1	498.28937421526217	0.0	602.3036428571429
438	6	498.89985148112004	1	498.89985148112004	0.0	135.29683333333335
439	50	499.2128283691408	1	499.21282836914094	0.0	360.9053200000001
440	6	499.23629760742193	1	499.23629760742193	0.0	729.2936666666666
441	13	500.30391125801276	1	500.30391125801276	0.0	736.005692307692
442	12	500.30466800265845	1	500.3046680026585	0.0	736.39525
443	6	511.25713094075496	1	511.25713094075496	0.0	200.92600000000004
444	20	511.28753967285166	1	511.28753967285155	0.0	431.17094999999995
445	4	511.38290405273426	1	511.38290405273426	0.0	800.37825
446	3	512.269755045573	1	512.269755045573	0.0	404.8406666666667
447	3	512.269755045573	1	512.269755045573	0.0	405.0323333333333
448	3	513.265482584635	1	513.265482584635	0.0	414.14699999999993
449	3	513.265482584635	1	513.265482584635	0.0	414.339
450	54	514.3580457899307	1	514.3580457899309	0.0	651.7861296296297
451	17	516.2985935585173	1	516.2985935585174	0.0	606.6096470588235
452	7	516.2983427501862	1	516.2983427501862	0.0	605.2909999999999
453	2	516.298736572266	1	516.298736572266	0.0	608.043
454	10	517.2437255859375	1	517.2437255859375	0.0	572.4482
455	52	518.3584383451024	1	518.3584383451026	0.0	640.6356730769231
456	63	520.334207201761	1	520.3342072017612	0.0	453.295111111111
457	2	520.33295694987	1	520.33295694987	0.0	457.8245
458	16	522.2198028564453	1	522.2198028564454	0.0	428.56275
459	3	522.354919433594	1	522.354919433594	0.0	797.4
460	3	522.354919433594	1	522.354919433594	0.0	797.592
461	7	525.2877110072544	1	525.2877110072544	0.0	453.72557142857147
462	9	525.287584092882	1	525.287584092882	0.0	452.1422222222223
463	2	525.28662109375	1	525.28662109375	0.0	451.764
464	4	525.2868652343752	1	525.2868652343752	0.0	452.84775
465	16	526.2603225708009	1	526.2603225708008	0.0	193.17537499999997
466	16	526.3943036397299	1	526.3943036397297	0.0	879.15125
467	44	526.396644823479	1	526.396644823479	0.0	880.1632727272728
468	31	527.2812539377522	1	527.2812539377522	0.0	399.2271612903226
469	4	527.280914306641	1	527.280914306641	0.0	420.0865
470	18	527.3166775173613	1	527.3166775173612	0.0	450.1164444444445
471	4	528.227844238281	1	528.227844238281	0.0	197.51949999999997
472	72	528.412105984158	1	528.412105984158	0.0	796.3362083333334
473	4	529.2604064941405	1	529.2604064941405	0.0	394.877
474	2	529.296142578125	1	529.296142578125	0.0	436.53700000000003
475	48	530.379280090332	1	530.3792800903325	0.0	19.476197916666663
476	3	531.276000976563	1	531.276000976563	0.0	413.9923333333333
477	3	531.276000976563	1	531.276000976563	0.0	414.1843333333333
478	31	531.3508317188551	1	531.3508317188554	0.0	882.8319677419353
479	31	533.3268130722867	1	533.3268130722868	0.0	602.4143870967744
480	30	533.3266269259983	1	533.3266269259984	0.0	602.5131333333333
481	32	533.3668378194172	1	533.366837819417	0.0	799.30453125
482	37	534.3560230152027	1	534.3560230152026	0.0	552.8990810810811
483	59	535.39607540497	1	535.3960754049702	0.0	806.5975423728814
484	2	537.266418457031	1	537.266418457031	0.0	445.20799999999997
485	8	537.301513671875	1	537.301513671875	0.0	435.82475
486	26	538.2799682617189	1	538.2799682617189	0.0	609.395
487	6	539.289184570313	1	539.289184570313	0.0	399.7421666666667
488	44	542.3501226251776	1	542.3501226251774	0.0	19.426420454545454
489	2	542.388671875	1	542.388671875	0.0	755.1659999999999
490	2	543.238372802734	1	543.238372802734	0.0	201.27249999999998
491	2	543.238372802734	1	543.238372802734	0.0	201.4645
492	2	544.770324707031	1	544.770324707031	0.0	424.36150000000004
493	2	553.288696289063	1	553.288696289063	0.0	404.979
494	6	553.305094401042	1	553.305094401042	0.0	422.2576666666666
495	18	554.2936876085073	1	554.2936876085073	0.0	393.86016666666666
496	6	554.4251708984376	1	554.4251708984376	0.0	16.794472222222222
497	19	557.2940673828127	1	557.2940673828126	0.0	425.17447368421045
498	48	558.3839950561525	1	558.3839950561522	0.0	648.804
499	4	561.7605285644535	1	561.7605285644535	0.0	402.998
500	2	562.29443359375	1	562.29443359375	0.0	456.556
501	68	564.35963529699	1	564.3596352969901	0.0	456.6068088235295
502	6	568.279296875	1	568.279296875	0.0	196.54549999999998
503	3	569.290303548177	1	569.290303548177	0.0	399.0183333333334
504	9	569.2937418619792	1	569.2937418619792	0.0	402.4817777777778
505	6	569.2954610188805	1	569.2954610188805	0.0	403.92550000000006
506	2	569.312896728516	1	569.312896728516	0.0	455.85999999999996
507	2	569.312469482422	1	569.312469482422	0.0	455.312
508	22	569.3156377618964	1	569.3156377618964	0.0	456.3353181818182
509	9	570.2171291775172	1	570.2171291775173	0.0	607.140888888889
510	22	570.2859829989346	1	570.2859829989347	0.0	276.87054545454544
511	15	570.4203803168405	1	570.4203803168406	0.0	872.1976666666667
512	45	570.4226689091435	1	570.4226689091435	0.0	872.3964444444446
513	6	571.262288411458	1	571.262288411458	0.0	417.41200000000003
514	4	571.3415832519535	1	571.3415832519535	0.0	453.62700000000007
515	72	572.4382375081381	1	572.4382375081386	0.0	790.797861111111
516	3	573.294514973958	1	573.294514973958	0.0	414.30400000000003
517	3	573.294514973958	1	573.294514973958	0.0	414.496
518	2	577.268432617188	1	577.268432617188	0.0	426.89099999999996
519	15	577.3935289171006	1	577.3935289171006	0.0	795.1681333333332
520	38	579.4219520970395	1	579.4219520970393	0.0	800.401263157895
521	39	584.3046186398234	1	584.3046186398234	0.0	417.17535897435897
522	2	584.302480061849	1	584.302480061849	0.0	410.024
523	6	585.274943033854	1	585.274943033854	0.0	744.3363333333333
524	3	585.287272135417	1	585.287272135417	0.0	417.05833333333334
525	3	585.287272135417	1	585.287272135417	0.0	417.25033333333334
526	4	585.295532226563	1	585.295532226563	0.0	435.3760000000001
527	24	586.3191121419271	1	586.3191121419271	0.0	432.48991666666666
528	4	587.3169555664065	1	587.3169555664065	0.0	468.636
529	4	590.2830810546875	1	590.2830810546875	0.0	401.40375000000006
530	3	592.2710266113282	1	592.2710266113282	0.0	424.8026666666667
531	4	592.2710571289065	1	592.2710571289065	0.0	425.2115
532	6	596.3399251302084	1	596.3399251302084	0.0	440.77049999999997
533	4	596.3409118652345	1	596.3409118652345	0.0	440.4045
534	22	598.4514049183236	1	598.4514049183236	0.0	552.5913712121212
535	32	602.2783546447754	1	602.2783546447754	0.0	410.16612499999997
536	2	603.284240722656	1	603.284240722656	0.0	607.115
537	66	608.385561548098	1	608.385561548098	0.0	459.01868181818185
538	12	610.2827962239584	1	610.2827962239584	0.0	196.201
539	10	612.3341562906902	1	612.3341562906902	0.0	429.5517
540	10	612.3341562906902	1	612.3341562906902	0.0	429.74369999999993
541	16	612.3343187967937	1	612.3343187967938	0.0	436.82975
542	4	612.3375244140625	1	612.3375244140625	0.0	440.147
543	9	613.3390096028647	1	613.3390096028647	0.0	459.16322222222226
544	26	614.3504075270434	1	614.3504075270432	0.0	442.3693846153846
545	49	614.4490946036619	1	614.4490946036618	0.0	865.5845918367346
546	11	614.4467422022967	1	614.4467422022966	0.0	865.8102727272727
547	9	615.3084106445314	1	615.3084106445315	0.0	413.2074444444445
548	6	615.3089701334637	1	615.3089701334637	0.0	412.14866666666666
549	66	616.464305530895	1	616.4643055308953	0.0	785.2942424242424
550	23	618.3256915548573	1	618.3256915548573	0.0	405.52573913043483
551	23	618.3256915548573	1	618.3256915548573	0.0	405.71773913043484
552	6	619.3166707356769	1	619.3166707356769	0.0	455.78899999999993
553	13	621.4193796011119	1	621.4193796011119	0.0	789.2637692307692
554	17	623.4476174747243	1	623.4476174747244	0.0	794.7036470588234
555	12	625.5551554361981	1	625.5551554361981	0.0	17.15056944444444
556	6	626.3136494954427	1	626.3136494954427	0.0	413.67216666666667
557	10	626.3134582519531	1	626.3134582519531	0.0	415.1493
558	2	636.397277832031	1	636.397277832031	0.0	474.441
559	6	641.3356933593753	1	641.3356933593753	0.0	193.87000000000003
560	2	642.47705078125	1	642.47705078125	0.0	990.8389999999999
561	2	648.306182861328	1	648.306182861328	0.0	432.705
562	2	648.306182861328	1	648.306182861328	0.0	432.897
563	6	651.565592447917	1	651.565592447917	0.0	17.274694444444442
564	2	652.327178955078	1	652.327178955078	0.0	403.961
565	53	652.4107992304197	1	652.4107992304196	0.0	461.8351132075471
566	6	654.3499145507812	1	654.3499145507812	0.0	425.5636666666666
567	25	655.3390030924481	1	655.3390030924479	0.0	422.80724
568	7	655.339096795945	1	655.339096795945	0.0	424.2435714285714
569	2	657.36474609375	1	657.36474609375	0.0	461.47400000000005
570	46	658.4752396293312	1	658.4752396293313	0.0	858.883608695652
571	14	658.4725559779579	1	658.4725559779579	0.0	858.707285714286
572	64	660.4901180267334	1	660.4901180267334	0.0	780.045
573	2	665.359802246094	1	665.359802246094	0.0	437.572
574	3	665.443837483724	1	665.443837483724	0.0	783.1306666666667
575	6	667.322672526042	1	667.322672526042	0.0	404.31283333333334
576	12	667.472930908203	1	667.472930908203	0.0	788.5413333333333
577	18	669.3177625868058	1	669.3177625868058	0.0	399.01822222222216
578	10	671.303271484375	1	671.3032714843752	0.0	782.6687999999999
579	2	673.349792480469	1	673.349792480469	0.0	431.49399999999997
580	3	673.349833170573	1	673.349833170573	0.0	431.281
581	2	679.302876790365	1	679.302876790365	0.0	411.3925
582	3	679.302876790365	1	679.302876790365	0.0	412.71633333333335
583	4	680.422332763672	1	680.422332763672	0.0	474.89950000000005
584	5	683.3471801757813	1	683.3471801757813	0.0	197.7836
585	6	683.3714090983073	1	683.3714090983073	0.0	434.30616666666657
586	2	683.370391845703	1	683.370391845703	0.0	433.834
587	6	693.3548380533854	1	693.3548380533854	0.0	453.3336666666667
588	48	696.436997519599	1	696.436997519599	0.0	463.3214375
589	30	702.4982957628039	1	702.4982957628037	0.0	853.3253
590	18	702.4984797724974	1	702.4984797724971	0.0	853.5856111111111
591	2	702.936279296875	1	702.936279296875	0.0	475.5595
592	56	704.5158233642579	1	704.5158233642584	0.0	775.1910357142857
593	16	705.3199310302736	1	705.3199310302734	0.0	433.7293125
594	8	711.4994354248049	1	711.4994354248049	0.0	782.57375
595	3	724.3715616861979	1	724.3715616861979	0.0	412.36499999999995
596	2	725.3505706787109	1	725.3505706787109	0.0	416.397
597	12	736.3619435628256	1	736.3619435628256	0.0	398.3594166666666
598	40	740.463286336263	1	740.4632863362629	0.0	465.3274000000001
599	12	741.572499593099	1	741.5724995930988	0.0	19.807166666666667
600	12	743.3922593858507	1	743.3922593858507	0.0	443.6133333333334
601	12	743.3922593858507	1	743.3922593858507	0.0	443.8056666666667
602	5	746.5236450195314	1	746.5236450195314	0.0	848.6767999999998
603	9	746.5240139431426	1	746.5240139431423	0.0	848.7281111111112
604	30	748.5430338541667	1	748.5430338541667	0.0	771.0641333333333
605	7	751.3710239955356	1	751.3710239955356	0.0	257.1
606	2	751.370585123698	1	751.370585123698	0.0	258.47450000000003
607	8	755.3552284240725	1	755.3552284240725	0.0	420.801625
608	10	755.3552795410158	1	755.3552795410158	0.0	421.2875000000001
609	9	756.3524644639755	1	756.3524644639755	0.0	402.95666666666676
610	6	756.351081000434	1	756.351081000434	0.0	402.0581666666667
611	6	766.382486979167	1	766.382486979167	0.0	405.3781666666667
612	3	766.382527669271	1	766.382527669271	0.0	409.83566666666667
613	6	767.4019165039066	1	767.4019165039066	0.0	195.45416666666668
614	2	767.4014739990234	1	767.4014739990234	0.0	194.44650000000001
615	2	773.380737304688	1	773.380737304688	0.0	456.452
616	2	773.380737304688	1	773.380737304688	0.0	456.644
617	15	783.4368733723958	1	783.4368733723958	0.0	405.82873333333333
618	15	783.4368733723958	1	783.4368733723958	0.0	406.0209333333333
619	32	784.4896697998049	1	784.4896697998047	0.0	467.50499999999994
620	3	785.5922241210941	1	785.5922241210941	0.0	768.7296666666665
621	22	792.5694469105115	1	792.5694469105115	0.0	766.7927272727271
622	2	795.408752441406	1	795.408752441406	0.0	413.238
623	2	806.400512695313	1	806.400512695313	0.0	416.1225
624	2	806.400512695313	1	806.400512695313	0.0	416.3145
625	2	808.416961669922	1	808.416961669922	0.0	429.32949999999994
626	2	808.416961669922	1	808.416961669922	0.0	429.52250000000004
627	8	811.3932876586916	1	811.3932876586916	0.0	406.897125
628	2	811.3920135498049	1	811.3920135498049	0.0	406.00449999999995
629	47	817.583477047318	1	817.5834770473183	0.0	619.2028723404255
630	20	828.5133972167971	1	828.5133972167969	0.0	469.0864
631	2	835.44081624349	1	835.44081624349	0.0	425.92949999999996
632	3	835.4408162434898	1	835.4408162434898	0.0	426.99533333333335
633	10	836.5926879882812	1	836.5926879882812	0.0	763.1743000000001
634	4	839.564025878906	1	839.564025878906	0.0	621.20225
635	4	853.4497222900392	1	853.4497222900392	0.0	409.7517500000001
636	11	853.4515935724434	1	853.4515935724434	0.0	411.0622727272728
637	4	855.3821563720704	1	855.3821563720704	0.0	417.12074999999993
638	10	871.4490783691408	1	871.4490783691406	0.0	436.8969
639	11	871.450164794922	1	871.4501647949219	0.0	437.13818181818175
640	10	872.5390258789064	1	872.5390258789063	0.0	469.9574
641	2	879.4544372558595	1	879.4544372558595	0.0	429.664
642	3	879.4585774739584	1	879.4585774739584	0.0	429.74133333333333
643	2	879.478373209635	1	879.478373209635	0.0	404.722
644	2	881.352752685547	1	881.352752685547	0.0	399.1155
645	7	883.4494803292412	1	883.4494803292412	0.0	429.2231428571428
646	6	891.5888061523439	1	891.5888061523439	0.0	19.791583333333335
647	10	895.3956604003906	1	895.3956604003906	0.0	416.10239999999993
648	3	895.3956909179689	1	895.3956909179689	0.0	417.3973333333333
649	6	906.4301215277777	1	906.4301215277777	0.0	402.9943333333334
650	17	906.4289407169117	1	906.4289407169117	0.0	403.97217647058824
651	9	906.4283289026332	1	906.4283289026332	0.0	403.4061111111111
652	18	922.4237026638455	1	922.4237026638455	0.0	400.5589444444444
653	4	922.4231414794922	1	922.4231414794922	0.0	401.24125
654	9	922.4230934425638	1	922.4230934425636	0.0	399.93911111111106
655	20	931.6255218505861	1	931.6255218505861	0.0	554.1305
656	14	931.624221801758	1	931.6242218017579	0.0	554.0586428571428
657	2	934.458618164063	1	934.458618164063	0.0	413.271
658	3	934.458618164063	1	934.458618164063	0.0	414.0159999999999
659	8	936.4750747680664	1	936.4750747680664	0.0	427.380375
660	2	936.488983154297	1	936.488983154297	0.0	427.9325
661	2	936.488983154297	1	936.488983154297	0.0	428.125
662	8	938.421588897705	1	938.421588897705	0.0	408.54200000000003
663	8	938.421588897705	1	938.421588897705	0.0	408.734625
664	9	947.4477878146702	1	947.4477878146702	0.0	441.01888888888885
665	6	947.4473368326823	1	947.4473368326823	0.0	440.34416666666664
666	4	953.606079101563	1	953.606079101563	0.0	554.3405
667	2	967.480010986328	1	967.480010986328	0.0	420.56850000000003
668	5	991.5170471191407	1	991.5170471191407	0.0	442.64360000000005
669	5	997.4572875976562	1	997.4572875976562	0.0	412.335
670	7	1007.5140409923736	1	1007.5140409923736	0.0	425.4264285714285
671	9	1007.5150881166815	1	1007.5150881166815	0.0	425.74677777777777
672	8	1031.588348388672	1	1031.5883483886719	0.0	608.840875
673	8	1031.588348388672	1	1031.5883483886719	0.0	609.033625
674	7	1064.5332815987726	1	1064.5332815987726	0.0	423.2051428571429
675	9	1064.5347018771706	1	1064.5347018771704	0.0	423.47977777777777
676	2	1088.5354614257815	1	1088.5354614257815	0.0	426.48199999999997
677	9	1105.5736219618057	1	1105.5736219618057	0.0	406.7698888888889
678	9	1105.5736219618057	1	1105.5736219618057	0.0	406.9628888888889
679	9	1106.5596245659722	1	1106.5596245659724	0.0	408.6122222222222
680	9	1106.5596245659722	1	1106.5596245659724	0.0	408.80511111111116
681	11	1149.5494606711648	1	1149.5494606711648	0.0	419.82809090909086
682	13	1149.551729642428	1	1149.551729642428	0.0	419.9772307692307
683	2	1149.564208984375	1	1149.564208984375	0.0	419.5435
684	5	1150.541072591146	1	1150.541072591146	0.0	423.3502
685	4	1150.5362040201826	1	1150.5362040201826	0.0	428.33799999999997
686	5	1150.5364827473963	1	1150.5364827473963	0.0	428.1936
687	6	1150.5406222873269	1	1150.5406222873269	0.0	423.76716666666664
688	2	1161.549377441406	1	1161.549377441406	0.0	412.4475
689	2	1177.580444335938	1	1177.580444335938	0.0	441.79449999999997
690	6	1200.554158528646	1	1200.554158528646	0.0	452.10533333333325
691	5	1200.5519531250002	1	1200.5519531250002	0.0	452.29300000000006
692	6	1216.5492960611982	1	1216.5492960611982	0.0	448.28116666666676
693	5	1216.5473876953129	1	1216.5473876953129	0.0	448.1810000000001
694	2	1279.5751953125005	1	1279.5751953125005	0.0	433.095
695	2	1279.5751953125005	1	1279.5751953125005	0.0	433.28799999999995
